demmv	demwinnext2	votesh_so
-8.05093	0	54.025463
-14.11407	1	56.815784
-6.8089008	0	53.404449
7.5477362	1	46.226131
-12.248248	0	56.123268
26.622993	1	36.684967
-45.874065	0	72.913322
7.9802065	1	45.99025
-34.941586	0	64.725883
23.447142	1	38.253952
-30.053795	1	65.026901
-2.7514696	0	49.083424
16.98896	1	39.926693
-18.021637	0	56.607109
.4643172	1	48.159702
-23.942745	1	61.512302
11.602386	1	43.91449
14.948961	1	41.714409
7.6203585	1	45.44117
11.602629	1	44.198685
25.691307	0	37.154346
19.822779	0	40.088608
-2.4746804	0	51.237339
-8.0279083	0	53.859856
-8.5119839	1	54.255993
-7.9123826	0	53.956192
3.8982391	1	34.832535
-4.7419815	0	52.370991
14.660883	1	42.669559
-7.8487902	0	53.683613
13.679558	0	42.480022
-5.9247522	0	49.99477
-12.693352	0	55.586391
-48.16119	0	73.645714
-16.927216	0	58.276344
-45.75499	0	72.305229
-35.386967	0	67.127777
-15.668329	0	55.383076
-41.718449	0	70.859222
-31.011761	0	63.981861
-34.069462	0	65.584045
-40.328453	0	68.731178
5.9944897	1	45.472851
-15.533817	0	57.766911
14.603678	1	42.698158
-18.091631	1	59.045815
13.666784	1	42.955612
8.4215193	0	45.404903
17.470011	1	41.264996
-9.1894865	1	54.594742
12.419534	0	43.790234
-3.270638	1	51.635319
3.0627489	0	48.468624
1.6757607	1	49.162121
7.9762816	1	46.01186
-3.5920115	0	51.796009
11.559847	0	44.220074
-42.628479	0	71.31424
-9.1730595	0	54.586529
-24.333405	0	62.166702
-13.313517	0	56.656761
-56.634106	0	78.317055
-.73052943	0	50.365265
-27.872515	0	63.936256
-19.566208	0	58.873631
-11.850178	0	54.063683
-51.734306	0	73.772697
-45.907902	0	72.953949
-8.1377478	0	39.726723
-31.543985	0	61.072678
-8.3451061	0	49.009651
-38.396202	0	62.15451
-26.230446	1	63.109241
-55.877419	0	74.099884
-9.8848076	0	54.104412
-8.3391724	0	53.957581
-12.883324	1	56.312145
4.9448195	1	46.873135
9.5336704	0	44.324516
24.305702	1	36.227898
-3.2936602	0	50.171822
19.357672	1	37.147972
-6.7593427	0	51.535339
1.4174312	1	47.872166
4.9009204	1	43.002869
1.9042194	1	44.831867
10.046408	1	43.011078
19.255867	1	36.586922
19.05373	1	36.172638
9.5492306	0	35.954475
-11.876795	0	54.171383
-7.2050004	0	50.735847
-41.288055	0	65.963005
-3.4448087	0	39.788734
-30.122774	0	58.056236
-1.3736159	0	49.692493
-9.7188206	0	54.858601
-21.423172	0	60.711586
-20.061375	1	60.030689
8.3910789	1	45.804462
9.2274513	0	45.379063
8.3463612	0	45.807182
-3.5057902	0	51.730854
-.42301714	0	50.200642
-7.5621786	0	53.719952
-10.088674	0	54.929062
-23.366365	0	61.641895
-8.0953512	0	52.10812
-33.096104	0	66.529076
-26.912918	0	62.952744
-7.4916182	0	53.681355
-3.8938999	0	49.795696
27.258945	1	33.794678
-16.602394	1	56.208588
31.646065	1	31.746033
-11.22165	0	37.78944
-18.332424	1	55.392414
-38.605904	0	56.401188
1.2959927	1	42.947365
6.9666357	1	46.448669
27.906191	1	32.700958
10.691458	1	44.440216
-9.1110344	1	54.342598
7.4189396	1	45.981712
12.69477	1	43.531574
22.180471	1	38.909767
35.945091	1	31.37845
4.7879128	1	47.306011
44.416561	1	27.791718
29.148108	1	35.264706
66.422043	1	16.009459
24.625265	0	36.079483
47.593575	1	24.246754
-8.3468885	1	54.173447
1.9844979	1	48.672577
-2.173388	0	51.086693
7.983768	1	46.008118
-11.497009	1	55.748505
16.828001	1	41.585999
.090557337	1	48.639725
12.244299	1	42.736187
26.849842	1	36.575081
16.28195	1	41.859024
7.7115088	1	37.422001
-54.605389	0	77.302689
16.560709	0	41.719646
-51.497864	0	75.592499
-7.7518792	0	53.685844
-42.683517	0	71.168587
-9.9263849	0	54.022934
-34.036121	0	66.228668
-14.641616	0	53.047802
-66.367134	0	76.705788
-67.656876	1	78.170143
-1.2910962	0	47.652115
38.819824	1	30.590088
-6.6844168	0	53.036194
68.40966	1	14.986321
-3.1425476	1	51.571274
65.81662	1	17.091688
13.102302	1	40.62471
59.518551	1	18.426008
63.090302	1	16.993896
47.138371	1	26.430815
30.340811	1	26.928303
47.595421	1	24.185911
61.359779	1	17.824598
48.177929	1	24.506758
54.522358	1	20.987757
