id,artist_id,latitude,longitude,location,name,release,title,duration,tempo,year,hotttnesss,similar_artists_count,artist_terms_count,end_of_fade_in,start_of_fade_out,loudness,key,key_confidence,mode,mode_confidence,time_signature,time_signature_confidence,danceability,artist_familiarity,artist_hotttnesss,song_hotttnesss
2560,AR05NQH1187B98E875,0,0,,Kassav',Se Nou Manm (Live Au Zenith),Medley Final,655.67302,134.086,0,0,100,45,0,642.409,-8.294,9,0.404,1,0.348,4,0,0,0.601395113,0.436730221,0
2561,ARS2KW51187B9B556E,0,0,,X,At Home With You,All Over Now,233.22077,141.846,0,0.265861049,100,15,0.16,225.669,-6.898,9,0.711,0,0.506,4,0,0,0.704093947,0.410743578,0.265861049
2562,ARPNDSH1187B9B942F,0,0,,Sui Generis,Adios Sui Generis Vol III,Cuando Ya Me Empiece A Quedar Solo,335.33342,107.592,1973,0,100,39,2.409,330.948,-16.111,7,0.685,0,0.628,4,0.735,0,0.576404205,0.450546674,0
2563,ARTH9041187FB43E1F,0,0,St. Joseph. MO,Eminem,Beautiful,Beautiful,397.60934,131.955,2009,0,100,16,0.473,373.696,-7.038,5,1,0,0.89,4,0.722,0,0.871010615,0.804830428,0
2564,ARFZNR41187B990AF7,0,0,Vance. MS,Sunnyland Slim,Chicago Blues Festival 1974 With Jimmy Dawkins,No More Troubles,344.71138,108.105,0,0,100,25,0.543,338.193,-14.165,7,0.179,1,0.242,3,1,0,0.485792919,0.332870567,0
2565,ARGC7FQ1187FB409CC,40.71455,-74.00712,New York,Stew,Something Deeper Than These Changes,L.A. Arteest Café,299.07546,117.367,2003,0,100,13,0.177,289.512,-14.023,4,0.797,0,0.715,4,0.661,0,0.541077952,0.304547713,0
2566,ARDBJ5T1187FB4D5BA,0,0,,Cauda Pavonis,The Gothic Sounds of Nightbreed Volume 5,Juggernaut,205.11302,180.203,0,0,100,24,0,201.648,-3.697,7,0.126,1,0.624,4,0.637,0,0.502965075,0.329385995,0
2567,ARSE5NP1187B9B98AB,0,0,Chicago. IL,Twista,The Day After,Had To Call (featuring Snoop Dogg & Sleepy Eyed Jones)  (Explicit Chopped & Screwed Version),259.36934,114.752,2005,0,100,15,0,259.369,-6.945,0,0.313,1,0.198,4,0.03,0,0.889613555,0.593808365,0
2568,ARWONOR1187FB3817C,43.7698,-79.4138,Willowdale. Ontario. Canada,Geddy Lee,My Favorite Headache,Runaway Train (LP Version),271.46404,119.953,2000,0.661445223,100,34,0.148,260.702,-5.956,0,0.31,1,0.475,3,1,0,0.509021261,0.406517869,0.661445223
2569,ART8BW81187B9AC33F,0,0,,Planetakis,Out of the Club Into the Night,Letters to Norway,234.73587,137.936,2007,0,100,37,8.696,228.618,-2.019,0,0.33,1,0.49,4,0.333,0,0.508461668,0.357049054,0
2570,ARNAIMI1187FB5733C,0,0,Miami,Rick Ross,Legendary,They Know (Remix),105.40363,121.708,0,0.299877488,100,8,0,102.539,-8.451,7,0.506,1,0.443,1,1,0,0.852569498,0.701404766,0.299877488
2571,ARAIABB1187B9AC6E2,0,0,Paddington. London. England,Seal,Human Being,Still Love Remains (Album Version),354.76853,153.731,1998,0.507531546,100,38,0.351,340.126,-11.918,5,0.486,0,0.511,4,0.523,0,0.567313224,0.580013183,0.507531546
2572,ARFWZZD1187FB561F9,0,0,,The Fureys,The Fureys Finest,The First Leaves Of Autumn,198.5824,94.804,0,0.215080319,100,22,0.312,185.591,-20.975,0,0.706,1,0.663,4,0.5,0,0.466331054,0.33274977,0.215080319
2573,ART62WC1187FB47E80,0,0,New Mexico,Jim Jones / Max B,Jim Jones / Hustler's P.O.M.E. (Product Of My Environment),Bright Lights_ Big City,256.39138,106.756,0,0,100,28,0,251.106,-6.888,1,0.959,0,0.735,5,1,0,0.802925395,0.528614974,0
2574,AR198711187B9AD09F,0,0,?ngiltere,Simply Red,Men And Women,Maybe Someday...,258.08934,83.73,1987,0.561428518,100,36,0.218,252.604,-9.38,0,0.012,0,0.44,4,0.766,0,0.731590592,0.498563611,0.561428518
2575,AR7DFJP1187B992F13,0,0,,Juana Molina,Tres Cosas,j Uh!,213.26322,46.867,2004,0.62658598,100,44,0.955,202.681,-19.775,2,0.415,1,0.606,1,0,0,0.70366489,0.448223589,0.62658598
2576,AR107SB1187B9A79F9,0,0,"Bézu. comme Superdupont. ne connait qu&#039,un pays : la France !",Bézu,Bézu le roi de la fête,Le clair de lune à maubeuge,155.48036,123.294,0,0,100,10,0,151.87,-5.772,8,0.232,0,0.294,4,0.984,0,0.373850623,0.148985481,0
2577,ARU2JAB1187FB50C72,0,0,,David Meece,David Meece/Chronology,Seventy Times Seven (LP Version),268.01587,119.437,0,0.265861049,100,18,0,252.453,-13.474,9,0.428,0,0.452,4,0.978,0,0.470414614,0.310298996,0.265861049
2578,ARN03F71187FB4E3F4,0,0,United States,Ayo,Joyful,Life Is Real,534.62159,122.91,2006,0,100,37,8.649,531.963,-9.158,0,0.443,1,0.435,4,1,0,0.522590185,0.390641236,0
2579,ARE8GLF1187FB52532,0,0,,Red Hot Chili Peppers,Snow [Hey Oh] [Live],Snow [Hey Oh] [Live Version],319.55546,106.575,0,0,100,24,3.309,304.791,-4.144,8,0.442,0,0.451,4,0.231,0,0.833967972,0.576903816,0
2580,ARDG6IY1187B9AAE87,47.04954,8.30437,Lucerne,Mothers Pride,Halfpastheartache,Silence,244.71465,79.252,0,0,100,22,0.322,235.09,-6.155,7,0.678,1,0.679,4,0.185,0,0.572621944,0.354354392,0
2581,AROW4VK1187B999DED,0,0,,Byzantine,Oblivion Beckons,Absolute Horizon,300.01587,198.016,2008,0.518759898,100,45,5.445,288.496,-5.663,0,0.586,1,0.461,4,0.239,0,0.596482482,0.393956637,0.518759898
2582,ARZ3JUB1187B99A5AC,0,0,,Halfway to Gone,Halfway to Gone,Turnpike,255.42485,122.624,2004,0.541966019,100,10,0.618,241.969,-5.544,6,0.011,0,0.327,4,1,0,0.50710874,0.353532628,0.541966019
2583,AR7BMMV1187FB5B2D7,39.15093,-123.2079,Ukiah. CA,Robben Ford,Soul On Ten,Spoonful,367.98649,126.42,2009,0.375984302,100,42,0,361.076,-6.626,2,0,1,0.147,4,0.267,0,0.604820432,0.383877494,0.375984302
2584,AROVE3N1187FB44DAD,0,0,,Charlie Cruz,Asi Soy,Si Te Dicen Por Ahi,280.45016,188.502,0,0,100,13,0.148,278.03,-3.087,2,0.202,1,0.327,1,0,0,0.533453343,0.27380615,0
2585,ARYDFJA1241B9CBFF2,0,0,,Jacques Douai,Heritage - Florilège - BAM (1954-1978),L'Etang Chimérique,122.46159,79.003,0,0,100,1,0,117.545,-18.803,7,0.483,1,0.41,4,0.984,0,0.313851152,0.14519083,0
2586,ARBHPBX1187FB47102,0,0,Minnesota,The Steeles,For The Sake Of The Children,On The Road To Emmaus,231.41832,117.437,0,0,100,19,0,225.982,-10.447,2,0.244,0,0.412,4,0,0,0.437463586,0.346781042,0
2587,ARE2QID1187B98FA19,35.74595,-89.53176,Ripley. TN,Sleepy John Estes,Mississippi Delta Blues Jam In Memphis,Need More Blues,197.0673,130.889,1993,0,100,35,0,188.041,-15.163,2,0.008,1,0.358,4,0.205,0,0.519000072,0.35303574,0
2588,AREBWEH1187B99EA9A,0,0,Helsinki,Beherit,Drawing Down the Moon,Werewolf_ Semen And Blood,185.05098,141.621,1993,0.549342332,100,47,0.363,181.714,-13.213,8,0.269,1,0.269,4,0.905,0,0.596184927,0.427479241,0.549342332
2589,ARD0FN11187B9B25CD,40.85715,-73.85678,New York. NY [The Bronx],Bobby Darin,Live! At The Desert Inn,Moritat (Mack The Knife),210.38975,81.895,0,0,100,42,0,205.392,-7.54,1,0.007,1,0.34,5,0.794,0,0.70441147,0.469425908,0
2590,ARC0NOU1187B9AA91D,0,0,,Nick Colionne,Keepin' It Cool,If You Ask Me,215.14404,102.04,2006,0.621195684,100,22,0,202.257,-7.114,8,0.594,0,0.342,4,1,0,0.563236431,0.445438103,0.621195684
2591,AR5O6W51187FB46984,51.16418,10.45415,Germany,SNAP!,Beauty Queen,"Beauty Queen (12"" Spoon Club Mix)",404.37506,130.286,2005,0,100,46,0.694,399.575,-9.317,11,0.689,0,0.584,4,0,0,0.71881021,0.463900095,0
2592,ARZVEF91187B9AC770,40.71455,-74.00712,New York. NY,Elliot Goldenthal,Titus - Original Motion Picture Soundtrack,Pickled Heads,305.50159,140.629,2000,0.266955186,100,43,0,300.623,-13.959,0,0.518,1,0.502,4,0.184,0,0.599133769,0.392994623,0.266955186
2593,ARPPTNG11F50C482A3,0,0,,Mercedes Castro,Mercedes Castro Acompañada con Mariachi Y Banda - En vivo,El Capiro,197.09342,106.083,0,0,100,6,0,197.093,-8.593,10,0.85,1,0.658,3,1,0,0.435732004,0.373045954,0
2594,AR9YV621187B99373E,0,0,,Marco Beltrami,Knowing,Revelations,209.08363,121.28,2009,0.334706549,100,36,2.299,198.444,-28.231,8,0.052,1,0.385,4,0,0,0.594832624,0.378649979,0.334706549
2595,ARI4RPW1187B9B862D,-9.82491,-36.74328,Lagoa da Canoa. Alagoas,Hermeto Pascoal,Slaves Mass,Little Cry For Him (Chorinho Pra Ele) (LP Version),131.36934,179.161,0,0.215080319,100,47,0.218,124.244,-9.349,0,0,1,0.017,1,0,0,0.579273042,0.406582929,0.215080319
2596,AR9788H1187B9A05D1,39.95227,-75.16237,Philadelphia. PA,Jedi Mind Tricks,Greatest Features,Silence,205.06077,96.054,0,0,100,31,0.351,194.386,-5.688,11,0.626,0,0.507,4,0.617,0,0.611933956,0.37235087,0
2597,ARNZ70R1187B9A4824,0,0,Westbury. Long Island. NY,Joe Satriani,Satriani Live,Just Like Lightnin',300.82567,197.443,2006,0.593795114,100,20,0,300.826,-5.943,0,0.683,1,0.693,4,1,0,0.705876402,0.62220896,0.593795114
2598,ARI648V1187B9B5379,0,0,,Michael Stanley Band,You Break It...You Bought It!,Lost In The Funhouse Again,220.05506,140.654,1975,0.250638101,100,24,13.827,214.256,-12.253,2,0.58,1,0.574,1,0,0,0.44276965,0.294986617,0.250638101
2599,ARYXGST1187B991071,50.50101,4.47684,Belgium,Uman,Conversations with God: A Windham Hill Collection,The White Spirit,319.08526,160.048,0,0.552705114,100,26,6.687,310.95,-16.062,9,0.556,0,0.62,4,0.565,0,0.533504314,0.352364098,0.552705114
2600,AR039B11187B9B30D0,0,0,NEW YORK. New York,John Williams,War of the Worlds,Escape From The City,229.69424,151.444,0,0,100,20,8.528,205.543,-20.958,7,0.885,1,0.672,5,0.885,0,0.705287678,0.517298018,0
2601,AR7JAMC1187B98BCF3,0,0,,The Gentle Good,While You Slept I Went Out Walking,Cri'r Adar Main,197.19791,111.537,0,0,100,14,0,183.258,-12,0,0.343,1,0.496,1,0,0,0.492986719,0.348265163,0
2602,AR1SFKQ1187B98AF13,34.05349,-118.24532,California - LA,Lauren Wood,Lauren Wood,Time Zone (Album Version),352.33914,168.861,0,0.23491548,100,28,6.502,332.835,-16.137,1,0.725,1,0.668,5,0.62,0,0.491910771,0.383470328,0.23491548
2603,ARRZFUG1187B98AD42,37.41402,-79.14284,Lynchburg. VA,Ray Pillow,Country And Western - Volume 1,We're Together Again,129.12281,98.015,1998,0.212045405,100,12,0.363,119.74,-13.404,9,0.716,1,0.646,4,0.083,0,0.267576321,0,0.212045405
2604,ARNXNH81187FB52EB5,0,0,Houston. TX,Baby Bash,Menage a trois,If Your Na Na Get Wet,309.4722,155.979,0,0,100,18,0.165,307.264,-4.754,10,0.294,1,0.367,4,0.542,0,0.833893808,0.602115455,0
2605,ARKSZW81187B9B695D,0,0,Hunington. Long Island. NY,Mariah Carey,The Emancipation of Mimi,Mine Again,241.65832,131.761,2005,0,100,22,0.148,228.27,-9.635,3,0.034,1,0.312,4,0.554,0,0.846455128,0.787005469,0
2606,AR4FVK41187FB4BC83,0,0,Tijuana. Mexico/San Diego. California,Frankie J,The One,Gone,273.00526,117.844,2005,0.522733261,100,12,0.684,267.453,-6.728,4,0,0,0.17,4,1,0,0.761357312,0.42337641,0.522733261
2607,ARB78VW1187B98F81C,0,0,,George Nooks,Better Days,No One Knows,222.14485,85.994,0,0,100,23,0.328,213.728,-6.735,7,0.438,1,0.539,4,0.59,0,0.563750448,0.33953242,0
2608,ARMPRI31187FB4F7D9,39.37413,22.95775,Volos. Greece,Vangelis,The City,Procession,573.67465,119.712,1990,0.588922168,100,20,0,553.332,-17.629,4,0.66,0,0.509,4,0.919,0,0.772871995,0.473700501,0.588922168
2609,ARZU9NI1187B9AEE08,59.37991,13.49942,Karlstad,Babylon Disco,Natsukashii,Multiplayer,181.39383,89.992,2007,0.26376759,100,42,0,173.221,-16.156,1,0.38,1,0.435,4,0.937,0,0.452983132,0.328094925,0.26376759
2610,ARDD5NR1187B9B61F9,0,0,Los Angeles CA,Maria Bamford,The Burning Bridges Tour,Vennette,127.16363,114.597,2003,0.480934213,100,10,0,124.598,-10.377,2,0.398,0,0.412,7,0.893,0,0.59168036,0.372951043,0.480934213
2611,ARALEAC1187B9902A8,51.89834,-8.47277,Cork City. Ireland,Rubyhorse,Rise,The  First Of The Year,228.20526,125.898,2002,0.265861049,100,27,7.831,202.809,-13.556,0,0.829,1,0.777,3,0.993,0,0.547230938,0.345306908,0.265861049
2612,ARUT16P1187FB532A4,33.39847,-91.03786,Greenville. MS,Tyrone Davis,Call Tyrone,Ooh La La,194.79465,104.01,0,0,100,43,0.374,185.533,-10.401,10,0.385,0,0.331,4,0.528,0,0.543866302,0.393215104,0
2613,ARNARI81187FB3C9A7,0,0,Rio de Janeiro. Brazil,Flora Purim,Perpetual Emotion,Airto's Jazz Dance,246.67383,137.823,2001,0.334706549,100,48,0.169,239.16,-14.181,8,0.544,1,0.565,5,0.69,0,0.479755041,0.34054408,0.334706549
2614,ARNUFGE1187B9B7881,40.85715,-73.85678,New York. NY [The Bronx],THE CHIFFONS,Sweet Talkin' Girls: The Best Of The Chiffons,When Summer's Through,156.36853,113.431,1963,0.266955186,100,50,0.363,149.519,-9.059,4,0.35,1,0.315,4,0.401,0,0.599536502,0.398349517,0.266955186
2615,ARRBINW1187B98AE6D,40.65507,-73.94888,Brooklyn. NY,Marcie Blane,Bobby's Girl - The Complete Seville Recordings,Bobby's Girl (Previously Unreleased Demo - Stereo),143.25506,140.903,0,0.630508572,100,18,0.154,139.204,-12.682,0,0.606,1,0.516,1,0,0,0.421181869,0.304911912,0.630508572
2616,AR4MCB01187B98BF5C,0,0,,Atman,Bar De Lune Presents Buddhist Chillout,The Traveller,284.31628,170.034,0,0.533312769,100,49,0,280.718,-11.613,8,0.62,0,0.582,4,0.602,0,0.52607728,0.374560253,0.533312769
2617,ARZQSNO1187FB5BBAB,0,0,Chapel Hill. NC,Elizabeth Cotten,Live!,Freight Train,295.60118,99.959,1958,0,100,39,2.392,295.601,-16.678,2,0.184,1,0.516,4,0.375,0,0.560215648,0.364258871,0
2618,ARKRRTF1187B9984DA,0,0,,Sonora Santanera,La Inspiracion De Agustin Lara,Cuando Quieres Tu,167.70567,104.284,0,0,100,10,0.183,165.146,-16.275,2,0.102,0,0.224,5,0.575,0,0.487356791,0.343428378,0
2619,ARPBKZF1187B996BD7,0,0,,Tommy McLain,Voices Of Americana: Tommy McLain,Let It Be Me,196.38812,152.294,0,0,100,19,0,196.388,-21.418,10,0.362,1,0.415,1,0,0,0.343959015,0,0
2620,ARHFEBO11F50C4825A,0,0,,Flor Silvestre,15 Exitos Vol. 2 Flor Silvestre,Aquel Amor,207.75138,130.818,0,0,100,8,0,204.434,-10.19,7,0.829,1,0.673,1,1,0,0.42054585,0.313569343,0
2621,AR681HS1187FB5BBFE,0,0,California,David Lynch,Lit'l Song,Unicorn,618.23955,131.292,0,0,100,44,0.16,607.33,-13.61,3,0.164,1,0.496,4,0.464,0,0.56681391,0.463025076,0
2622,ARUWB5W1187B98D7A1,0,0,Helsinki. Finland,Ensiferum,Iron,Into Battle,352.49587,105.05,2004,0.682204662,100,15,0,347.638,-5.827,11,0.762,0,0.579,1,0,0,0.710203377,0.51484988,0.682204662
2623,ARPNY981187B9ACB75,0,0,Switzerland,Eluveitie,Everything Remains (As It Never Was),(Do)Minion,307.69587,110.018,2010,0.662986161,100,15,0.148,285.408,-4.367,11,0.48,0,0.519,4,0.446,0,0.764566084,0.527492981,0.662986161
2624,ARFW0QN11C8A4216B7,0,0,,Dark Party,Ghostly Swim,Active,261.58975,175.948,2008,0.731473357,100,13,2.026,250.311,-3.542,1,0.582,0,0.384,4,0.455,0,0.506168491,0.384244952,0.731473357
2625,ART4QZC1187FB51612,0,0,"Los Angeles &amp, New York",Janet Jackson,Rhythm Nation,Interlude: Livin'...In Complete Darkness,67.10812,120.45,0,0.489038209,100,27,3.779,60.511,-19.99,2,0.603,0,0.673,5,0.648,0,0.88169473,0.568201422,0.489038209
2626,AR5K75Y1187B9B5F7E,0,0,,Janice Vidal,Wish,Li Jia Chu Zou,246.59546,136.887,0,0,100,11,0.276,235.584,-9.77,9,0.601,1,0.661,4,0.532,0,0.449048445,0.429601593,0
2627,ARLZYDV11C8A4226B0,0,0,,Albin Myers,Times Like These,Times Like These,493.29587,127.923,0,0.265861049,100,11,0,450.496,-8.648,7,0.733,1,0.652,1,0,0,0.528563793,0.340030739,0.265861049
2628,ARLJIGA122C849866D,56.95468,-98.30897,CANADA - other,Hot Live Guys,Robbin' A Bank,I'm A Killer,138.13506,123.087,0,0,100,8,0.131,131.088,-3.846,7,0.463,1,0.61,1,0.258,0,0.443957107,0.327524702,0
2629,ARMRQF21187FB54D89,-1.9322,18.28471,Inongo. Zaire,Kanda Bongo Man,Djessy,Djessy,554.68363,132.27,0,0.38670242,100,31,0,547.306,-12.831,0,0.698,1,0.439,4,1,0,0.485827967,0.32242454,0.38670242
2630,ARP7AOI1187FB518B4,0,0,,Múm,Nightly Cares,Nightly Cares,249.05098,95.576,2004,0.774004274,100,22,2.264,231.329,-15.775,1,0.704,0,0.858,4,0.453,0,0.713945881,0.466991272,0.774004274
2631,ARNBV1X1187B996249,0,0,,Alex,Self Control,Love Selecta (feat Iffectz & Marwa),247.43138,127.979,0,0,100,43,0.246,239.554,-6.023,1,0.838,1,0.548,4,0,0,0.640287557,0.432172564,0
2632,ARTDBI61187FB48479,42.99671,-85.59012,Grand Rapids. MI,Marvin Sapp,Grace And Mercy,Whosoever Will (LP Version),393.09016,89.726,0,0.300753156,100,18,0.119,382.845,-14.668,7,0.309,1,0.208,3,0.559,0,0.733714696,0.459665457,0.300753156
2633,ARPNY981187B9ACB75,0,0,Switzerland,Eluveitie,Evocation I - The Arcane Dominion,A Girls Oath,78.18404,111.127,0,0.650676969,100,15,3.315,78.184,-14.481,0,0.651,0,0.529,3,0.636,0,0.764566084,0.527492981,0.650676969
2634,ARQC4R31187B9A0D88,0,0,,Jo Privat,Dansez Avec Jo Privat,Rossignol Montmartrois (Polka),146.57261,122.093,0,0,100,23,0.386,141.897,-7.828,6,0.107,0,0.323,4,0.844,0,0.391454064,0.32085013,0
2635,ARHD3RX1187FB3A7DA,0,0,Birmingham. England,Steel Pulse,Rage and Fury,Ku Klux Klan,231.49669,153.052,1978,0,100,19,0.171,218.285,-6.092,6,0.727,1,0.579,4,0.195,0,0.698452539,0.502974636,0
2636,ARO0QD41187FB3AB0A,34.05349,-118.24532,Los Angeles. CA,Keb'Mo',Keb' Mo',Anybody Seen My Girl,176.5873,79.151,1994,0.662493161,100,45,1.468,165.309,-15.608,7,0.677,1,0.65,4,0.93,0,0.632130913,0.472281211,0.662493161
2637,ARAZCWP129462A97F1,0,0,,Bob Marley,Keep on Moving,Lively Up Yourself,173.24363,127.765,1991,0,100,25,0.287,166.388,-7.236,2,0.519,1,0.575,4,1,0,0.778835827,0.570106512,0
2638,AR658OS1187FB5C451,0,0,,Rachael Lampa,Blessed: The Best Of Rachael Lampa,I'm All Yours (LP Version),269.00853,101.905,0,0,100,38,0.194,259.216,-2.224,4,0.24,1,0.256,4,0.636,0,0.625582625,0.468193874,0
2639,AR0XSOO1187B9B9E88,51.50632,-0.12714,London / Ex-Manchester,Buzzcocks,French,Get On Our Own,144.77016,181.421,1978,0,100,26,0,137.526,-11.058,9,0.9,1,0.481,4,0.235,0,0.700446614,0.528795206,0
2640,ARJDUON1187B989F69,0,0,,"David Zinman,Pittsburgh Symphony Orchestra",Danielpour:  Concerto for Orchestra,Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo,641.48853,170.899,0,0,100,32,7.059,588.295,-25.895,0,0.426,0,0.483,7,0.621,0,0.407997239,0.333108829,0
2641,ARXPE571187FB4AFD0,0,0,Chicago. IL,Rickie Lee Jones,Live at Red Rocks,Just My Baby,314.72281,147.736,1989,0,100,48,0,304.321,-9.785,10,0.615,1,0.626,3,0.899,0,0.670615396,0.503151606,0
2642,AR2O3B51187B98CD94,35.2225,-80.83754,Charlotte. NC,Cece Winans,Alone In His Presence,Because Of You,292.51873,113.636,0,0.38293509,100,27,0.222,287.771,-9.915,0,0.528,1,0.538,3,1,0,0.637772159,0.540832552,0.38293509
2643,ARGE4J31187B9B41EE,62.19845,17.55142,Sweden,Sofia Karlsson,Folk Songs,I denna ljuva sommartid,340.21832,101.897,2002,0,100,17,0.604,329.195,-14.863,0,0.954,1,0.845,5,0.799,0,0.566661658,0.418356681,0
2644,AR3JMC51187B9AE49D,28.53823,-81.37739,Orlando. FL,Backstreet Boys,Black & Blue,Shape Of My Heart,173.5571,86.693,2000,0,100,12,2.798,165.75,-5.47,11,0.505,0,0.518,3,1,0,0.851417629,0.592614927,0
2645,AR8WHID1187FB549B1,0,0,,Mystic Rhythms Band,Music For Dancing,Firedance,206.2624,140.834,0,0,100,22,0,195.019,-8.913,8,0.595,1,0.536,4,1,0,0.396651638,0.291030534,0
2646,ARORFTD1187B99F7D4,0,0,??. Taiwan,Epitaph,Epitaph,Hopelessly,494.21016,144.84,0,0.386477291,100,29,0,488.861,-11.017,7,0.332,1,0.518,5,0.971,0,0.708368204,0.459809422,0.386477291
2647,ARDQO721187FB3C6D9,0,0,,Rodney O_ Joe Cooley,The Best of Rodney O and Joe Cooley,Let's Have Some Fun,222.24934,99.612,1995,0.408110884,100,20,0,199.61,-11.255,6,0.006,1,0.227,4,1,0,0.415784608,0.307902094,0.408110884
2648,ARM0RY81187B9AF248,34.05349,-118.24532,Los Angeles. CA,Jerry Goldsmith,L.A. Confidential,The Keys,110.70649,130.908,1997,0,100,44,0.351,105.808,-28.19,5,0.342,0,0.097,4,0.606,0,0.650726924,0.423825663,0
2649,ARE2XN81187B98BB83,0,0,,Alexis HK,L'homme Du Moment,Juste Une Fois,98.66404,96.082,2004,0.480934213,100,32,0,93.948,-15.615,4,0.043,1,0.416,5,0.007,0,0.629399857,0.345269235,0.480934213
2650,ARHY20W1187B9B8262,0,0,,Steve Erquiaga,The Bach Variations,Prelude In C Minor From The Well Tempered-Clavier,184.29342,116.949,0,0.557187768,100,22,4.052,173.801,-23.966,4,0.663,0,0.625,1,0,0,0.461917431,0.360625671,0.557187768
2651,AR4BDNG1187FB44870,0,0,Batley. England,Robert Palmer,Double Fun,Love Can Run Faster,247.95383,119.389,1978,0.445454525,100,18,0.218,230.963,-17.664,11,0.417,0,0.577,4,1,0,0.755566398,0.464186402,0.445454525
2652,ARW644S1187B9B4924,0,0,,Sigmatropic,Dark Outside,The Blue Side of The Sun,263.57506,128.006,2007,0.253834736,100,15,4.743,252.401,-8.511,1,0.438,1,0.37,4,0,0,0.497083116,0.390051795,0.253834736
2653,AR18VAV1187B9AEC0C,0,0,,Neon Blonde,Chandeliers In The Savannah,New Detroit,170.70975,139.562,2005,0.523175055,100,45,0.554,162.186,-5.059,7,0.891,1,0.73,1,0.085,0,0.610349426,0.349483389,0.523175055
2654,ARWJEOP1187B996538,0,0,,Soul Ballet,LAViSH,da da Diamonds,224.86159,106.01,2007,0.511424326,100,34,0,209.34,-6.769,9,0.573,0,0.382,4,0.942,0,0.493125957,0.353242066,0.511424326
2655,ARYG6CU1187FB3852B,0,0,,Milk Inc.,Double Cream,Livin' A Lie (Video Mix),204.25098,141.008,2001,0.513517029,100,35,2.009,197.283,-6.62,7,0.779,0,0.647,4,0,0,0.652801355,0.443098947,0.513517029
2656,ARMBTFC1187FB56343,0,0,Bakersfield. CA,Korn,I KNOW WHAT YOU DID LAST SUMMER THE ALBUM,Proud,197.53751,80.375,1996,0,100,22,0,188.5,-4.347,2,0,1,0.106,3,0.93,0,0.829135422,0.528709934,0
2657,AROQWIB11F4C83E5DC,0,0,,Mario Piu',Communication (Remix),Communication (More Mix),355.39546,133.015,0,0.212045405,100,12,10.966,351.747,-9.3,7,0.774,0,0.518,4,0,0,0.560195372,0.386426749,0.212045405
2658,ARKZXSQ1187B9AC9F3,0,0,,Joy Division,Let The Movie Begin,Passover,128.67873,135.066,1980,0,100,17,0,123.751,-9.663,10,0.063,1,0.453,4,0.791,0,0.764287182,0.576294651,0
2659,ARGDLJR1187B98D048,0,0,,Bob Crosby,1937/40 Broadcasts,Wolverine Blues (Slight Flaw In Master) (1940 Blackhawk Restaurant Chicago),171.85914,100.317,0,0.265861049,100,30,0,171.859,-14.946,0,0.513,0,0.574,4,1,0,0.510928703,0.389553388,0.265861049
2660,AR6RG8J1187B9A815C,51.50632,-0.12714,London,The Frantic,Audio & Murder,Rock & Roll Renegade,146.15465,112.09,0,0,100,40,0,146.155,-5.22,9,0.635,1,0.488,4,0,0,0.583873883,0.325987391,0
2661,ARY97R61187B9AF262,0,0,,Ruffneck,Ma Motivation,C'Est Moi L'BO$$,201.97832,134.245,0,0,100,48,0.386,199.709,-5.411,7,0.529,1,0.607,4,0.62,0,0.447442092,0.283594456,0
2662,ARYML1P1187B9AF39B,0,0,Georgia,Devo,Q: Are We Not Men?  A: We Are Devo / Devo Live,Soo Bawlz,141.08689,155.26,1979,0.509640966,100,26,0.16,133.846,-11.714,9,0.805,1,0.524,4,0.813,0,0.707839968,0.532445871,0.509640966
2663,ARGE4J31187B9B41EE,62.19845,17.55142,Sweden,Sofia Karlsson,Söder Om Kärleken,Blåsut,165.69424,205.16,2009,0.372530039,100,17,3.402,158.18,-10.062,6,0.341,1,0.367,1,0,0,0.566661658,0.418356681,0.372530039
2664,ARR575U1187B98FB97,38.8235,-75.92381,Maryland,The Perrys,Hits & Hymns Volume II,By Faith I Can Touch Him Now,241.44934,45.709,0,0,100,20,0,231.927,-8.962,7,0.934,1,0.812,4,0.637,0,0.501337162,0.380679874,0
2665,ARK0VFZ1187FB4309B,0,0,DURHAM. North Carolina,Shirley Caesar,He's Working It Out For You,Wait On The Lord  (LP Version),408.05832,154.483,0,0,100,31,0,399.743,-12.411,8,0.71,1,0.583,3,0.501,0,0.579309488,0.370273519,0
2666,ARV38Z81187B98E608,0,0,,The Jets,Back to Back - Atlantic Starr & The Jets,Curiosity,280.65914,122.954,0,0,100,44,0.217,266.252,-9.923,10,0.12,0,0.537,4,0.992,0,0.565482351,0.391242506,0
2667,ARVNDLR1187B99CA1B,35.30914,-98.52102,Oklahoma,"Dolce, Orange Factory",Fire,Fire (Orange Factory Dub),419.76118,202.052,0,0,100,11,0.155,403.203,-6.497,10,0.104,0,0.484,3,1,0,0.471577282,0.3370893,0
2668,ARKU3Z61187FB51DCA,13.11199,-59.59895,St Michael. Barbados,Rihanna,Music Of The Sun,Music Of The Sun,235.98975,85.976,2005,0.668601101,100,29,0.125,230.023,-8.298,0,0.647,1,0.547,4,0.973,0,0.917863906,0.908202619,0.668601101
2669,ARKO7AO1187FB5664B,0,0,,Tin Hat Trio,Helium,Width Of The World,407.06567,144.012,2000,0,100,44,0,391.216,-12.957,7,0.895,1,0.778,3,0.708,0,0.547801656,0.369470511,0
